,Nome,Sexo,Profissão,Salário atual,Estado Civil,Predição KNN,Predição Árvore
716,Rafael Teixeira,Feminino,Chefe de Cozinha,0.0,Solteiro,Provável Pagador Regular,Provável Pagador Regular
717,Davi Araújo,Masculino,Técnico de Enfermagem,10148.51,Solteiro,Provável Pagador Regular,Provável Pagador Regular
718,Elisa Santos,Feminino,Publicitário,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
719,Laís Barros,Feminino,Motorista,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
720,Sra. Ana Carolina Campos,Feminino,Assistente Administrativo,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
721,Sr. Leonardo Oliveira,Feminino,Enfermeiro,11773.84,Viúvo,Provável Pagador Regular,Provável Pagador Regular
722,Isabel da Luz,Feminino,Fotógrafo,4217.06,Divorciado,Provável Mal Pagador,Provável Pagador Regular
723,Joaquim Rodrigues,Feminino,Cozinheiro,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
724,Srta. Sarah Mendes,Feminino,Cozinheiro,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
725,Pietro Nascimento,Feminino,Publicitário,4681.8,Casado,Provável Mal Pagador,Provável Pagador Regular
726,Alana Nunes,Masculino,Publicitário,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
727,Sr. João Correia,Masculino,Agente de Suporte,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
728,Vinicius Teixeira,Feminino,Publicitário,2525.54,Divorciado,Provável Mal Pagador,Provável Pagador Regular
729,Murilo das Neves,Masculino,Eletricista,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
730,Sr. Diego Fernandes,Masculino,Desenvolvedor de Software,14211.43,Viúvo,Provável Pagador Regular,Provável Pagador Regular
731,Dr. Cauê Silveira,Masculino,Assistente Administrativo,11031.41,Solteiro,Provável Mal Pagador,Provável Pagador Regular
732,Luana da Costa,Masculino,Técnico de Enfermagem,16683.67,Divorciado,Provável Pagador Regular,Provável Pagador Regular
733,Letícia Rezende,Feminino,Advogado,6888.59,Viúvo,Provável Mal Pagador,Provável Pagador Regular
734,Dra. Ana Sophia Lima,Masculino,Contador,0.0,Solteiro,Provável Pagador Regular,Provável Pagador Regular
735,Emilly Almeida,Feminino,Agente de Suporte,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
736,Francisco Correia,Feminino,Psicólogo,8471.37,Divorciado,Provável Mal Pagador,Provável Pagador Regular
737,Maria Cecília Cardoso,Feminino,Eletricista,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
738,Maria Luiza Costa,Masculino,Desenvolvedor Front-End,0.0,Viúvo,Provável Pagador Regular,Provável Pagador Regular
739,Dr. Benício Azevedo,Feminino,Analista Financeiro,10053.65,Divorciado,Provável Mal Pagador,Provável Pagador Regular
740,Maria Eduarda Viana,Masculino,Enfermeiro,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
741,Felipe Dias,Feminino,Gerente de Projetos,12974.32,Divorciado,Provável Mal Pagador,Provável Pagador Regular
742,Dr. João Lucas da Luz,Feminino,Analista Financeiro,17093.45,Viúvo,Provável Mal Pagador,Provável Pagador Regular
743,Isis da Paz,Feminino,Técnico de Enfermagem,16430.67,Solteiro,Provável Pagador Regular,Provável Pagador Regular
744,Sr. Eduardo Farias,Feminino,Arquiteto de Dados,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
745,Diego Rodrigues,Feminino,Assistente de RH,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
746,Letícia Cardoso,Feminino,Consultor de Vendas,0.0,Casado,Provável Pagador Regular,Provável Pagador Regular
747,Natália Ramos,Masculino,Vendedor,5018.07,Divorciado,Provável Mal Pagador,Provável Pagador Regular
748,Ana Luiza Moraes,Masculino,Cozinheiro,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
749,Dra. Luiza Porto,Feminino,Contador,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
750,Ana Laura Monteiro,Feminino,Consultor de Vendas,17844.7,Casado,Provável Mal Pagador,Provável Pagador Regular
751,Ana Vitória da Cunha,Feminino,Desenvolvedor de Software,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
752,Felipe Farias,Masculino,Gerente de Projetos,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
753,Paulo Caldeira,Feminino,Analista de Segurança da Informação,8343.92,Divorciado,Provável Pagador Regular,Provável Pagador Regular
754,Pedro Miguel Barros,Feminino,Técnico de Enfermagem,1613.46,Divorciado,Provável Pagador Regular,Provável Pagador Regular
755,Bruna Barros,Masculino,Professor Universitário,6690.99,Casado,Provável Mal Pagador,Provável Pagador Regular
756,Kamilly Ramos,Feminino,Contador,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
757,Vicente Mendes,Feminino,Médico Pediatra,16100.99,Solteiro,Provável Mal Pagador,Provável Pagador Regular
758,Maysa Cunha,Masculino,Engenheiro de Dados,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
759,Sr. Luiz Henrique Porto,Masculino,Consultor de Vendas,0.0,Viúvo,Provável Mal Pagador,Provável Pagador Regular
760,Dra. Luna Fernandes,Masculino,Enfermeiro,18001.48,Casado,Provável Mal Pagador,Provável Pagador Regular
761,Isabel Santos,Feminino,Desenvolvedor Front-End,0.0,Divorciado,Provável Pagador Regular,Provável Pagador Regular
762,Henrique Melo,Masculino,Recepcionista,19749.16,Solteiro,Provável Mal Pagador,Provável Pagador Regular
763,Dra. Luiza da Rosa,Masculino,Analista de Segurança da Informação,15572.34,Solteiro,Provável Pagador Regular,Provável Pagador Regular
764,Nicolas Monteiro,Masculino,Agente de Suporte,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
765,Maria Cecília Rezende,Feminino,Técnico de Enfermagem,8795.82,Viúvo,Provável Mal Pagador,Provável Pagador Regular
766,Gabriel da Mata,Feminino,Assistente Administrativo,4355.49,Casado,Provável Mal Pagador,Provável Pagador Regular
767,Francisco da Luz,Feminino,Assistente Administrativo,11604.38,Solteiro,Provável Pagador Regular,Provável Pagador Regular
768,Dr. Vitor Gonçalves,Masculino,Professor Universitário,8855.27,Solteiro,Provável Mal Pagador,Provável Pagador Regular
769,Noah da Costa,Masculino,Arquiteto,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
770,Raul Almeida,Masculino,Vendedor,0.0,Solteiro,Provável Pagador Regular,Provável Pagador Regular
771,Ana Laura Alves,Masculino,Mecânico,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
772,Nicolas Pires,Masculino,Vendedor,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
773,Fernando das Neves,Feminino,Contador,0.0,Viúvo,Provável Mal Pagador,Provável Pagador Regular
774,Sarah Martins,Masculino,Operador de Máquinas,1672.96,Viúvo,Provável Mal Pagador,Provável Pagador Regular
775,Isabelly Moreira,Feminino,Farmacêutico,17175.75,Viúvo,Provável Mal Pagador,Provável Pagador Regular
776,Srta. Maria Eduarda Campos,Masculino,Desenvolvedor Front-End,3789.11,Casado,Provável Mal Pagador,Provável Pagador Regular
777,Breno Barros,Feminino,Consultor de Vendas,10803.3,Casado,Provável Pagador Regular,Provável Pagador Regular
778,Dr. Paulo Aragão,Masculino,Analista de Marketing,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
779,Thomas Farias,Feminino,Motorista,19504.73,Divorciado,Provável Pagador Regular,Provável Pagador Regular
780,Lucas Martins,Feminino,Técnico de Enfermagem,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
781,Yasmin Nunes,Feminino,Arquiteto de Dados,3399.61,Casado,Provável Mal Pagador,Provável Pagador Regular
782,Heitor Costa,Masculino,Engenheiro de Dados,9893.21,Casado,Provável Pagador Regular,Provável Pagador Regular
783,Kamilly Azevedo,Feminino,Assistente de RH,0.0,Viúvo,Provável Mal Pagador,Provável Pagador Regular
784,Ian Peixoto,Feminino,Fotógrafo,8684.67,Solteiro,Provável Mal Pagador,Provável Pagador Regular
785,Otávio da Cunha,Masculino,Chefe de Cozinha,19601.04,Viúvo,Provável Mal Pagador,Provável Pagador Regular
786,Lorenzo Jesus,Feminino,Mecânico,2591.76,Solteiro,Provável Pagador Regular,Provável Pagador Regular
787,Kaique Castro,Feminino,Técnico de Enfermagem,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
788,João Lucas da Paz,Feminino,Gerente de Projetos,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
789,Sra. Sophie Correia,Masculino,Assistente de RH,11114.05,Casado,Provável Mal Pagador,Provável Pagador Regular
790,Diogo Novaes,Feminino,Analista de Marketing,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
791,Cauê Araújo,Masculino,Chefe de Cozinha,16645.88,Casado,Provável Mal Pagador,Provável Pagador Regular
792,Srta. Gabrielly Martins,Masculino,Analista de Segurança da Informação,0.0,Viúvo,Provável Pagador Regular,Provável Pagador Regular
793,Sr. João Lucas Ferreira,Masculino,Professor,14209.86,Divorciado,Provável Pagador Regular,Provável Pagador Regular
794,Sra. Maria Moura,Masculino,Chefe de Cozinha,12535.92,Casado,Provável Mal Pagador,Provável Pagador Regular
795,Dra. Ana Luiza Fernandes,Masculino,Chefe de Cozinha,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
796,Vitória Mendes,Feminino,Médico Pediatra,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
797,Ana Vitória Caldeira,Feminino,Engenheiro Civil,8114.36,Viúvo,Provável Pagador Regular,Provável Pagador Regular
798,Maria Luiza da Mota,Masculino,Engenheiro de Software,0.0,Viúvo,Provável Mal Pagador,Provável Pagador Regular
799,Stella Araújo,Masculino,Técnico de Informática,5062.13,Solteiro,Provável Mal Pagador,Provável Pagador Regular
800,Sra. Maria Luiza Moreira,Feminino,Arquiteto,8406.2,Viúvo,Provável Mal Pagador,Provável Pagador Regular
801,Alana Porto,Masculino,Designer Gráfico,7834.32,Solteiro,Provável Mal Pagador,Provável Pagador Regular
802,Diogo da Luz,Feminino,Chefe de Cozinha,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
803,Maria Cecília Peixoto,Feminino,Psicólogo,0.0,Viúvo,Provável Mal Pagador,Provável Pagador Regular
804,Yuri Campos,Feminino,Mecânico,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
805,Cauê Alves,Feminino,Designer Gráfico,19100.36,Casado,Provável Mal Pagador,Provável Pagador Regular
806,Ana Sophia Rocha,Masculino,Analista Financeiro,3788.42,Viúvo,Provável Mal Pagador,Provável Pagador Regular
807,Carlos Eduardo Barros,Feminino,Motorista,4028.43,Divorciado,Provável Mal Pagador,Provável Pagador Regular
808,Ana Clara Nunes,Masculino,Chefe de Cozinha,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
809,Alexia Peixoto,Masculino,Engenheiro Civil,17482.15,Solteiro,Provável Pagador Regular,Provável Pagador Regular
810,Mariane Lima,Feminino,Médico Pediatra,16944.04,Casado,Provável Mal Pagador,Provável Pagador Regular
811,Manuela Mendes,Masculino,Professor Universitário,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
812,Maitê Lima,Feminino,Cozinheiro,5953.42,Solteiro,Provável Pagador Regular,Provável Pagador Regular
813,Maria Sophia Ferreira,Feminino,Eletricista,0.0,Viúvo,Provável Mal Pagador,Provável Pagador Regular
814,Luiz Gustavo Caldeira,Feminino,Enfermeiro,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
815,Augusto Cardoso,Masculino,Professor Universitário,0.0,Viúvo,Provável Pagador Regular,Provável Pagador Regular
816,Murilo Pereira,Masculino,Psicólogo,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
817,Emanuelly Barros,Feminino,Recepcionista,8521.56,Solteiro,Provável Pagador Regular,Provável Pagador Regular
818,Caio Teixeira,Masculino,Operador de Máquinas,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
819,Marcela Araújo,Feminino,Cozinheiro,2114.84,Solteiro,Provável Mal Pagador,Provável Pagador Regular
820,Ana Vitória Fogaça,Feminino,Chefe de Cozinha,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
821,Ana Laura Costa,Feminino,Chefe de Cozinha,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
822,Giovanna Silveira,Masculino,Contador,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
823,Srta. Marina Pinto,Feminino,Desenvolvedor Back-End,0.0,Solteiro,Provável Pagador Regular,Provável Pagador Regular
824,Fernando Jesus,Masculino,Publicitário,3829.98,Divorciado,Provável Mal Pagador,Provável Pagador Regular
825,Ana Carolina Campos,Feminino,Operador de Máquinas,13182.86,Solteiro,Provável Mal Pagador,Provável Pagador Regular
826,Júlia Santos,Masculino,Desenvolvedor Front-End,19732.74,Viúvo,Provável Pagador Regular,Provável Pagador Regular
827,Danilo Rezende,Feminino,Motorista,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
828,Lucas Gabriel Freitas,Masculino,Desenvolvedor de Software,0.0,Solteiro,Provável Pagador Regular,Provável Pagador Regular
829,Eduarda Peixoto,Masculino,Analista de Marketing,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
830,Stephany Rodrigues,Masculino,Designer Gráfico,7750.88,Solteiro,Provável Pagador Regular,Provável Pagador Regular
831,Luiz Fernando Silva,Feminino,Designer Gráfico,0.0,Viúvo,Provável Pagador Regular,Provável Pagador Regular
832,Guilherme da Mota,Feminino,Fotógrafo,13577.48,Viúvo,Provável Mal Pagador,Provável Pagador Regular
833,Nina Silveira,Masculino,Publicitário,3112.04,Casado,Provável Mal Pagador,Provável Pagador Regular
834,Sophia Novaes,Feminino,Arquiteto de Dados,0.0,Viúvo,Provável Mal Pagador,Provável Pagador Regular
835,Lorenzo Cardoso,Feminino,Assistente de RH,0.0,Viúvo,Provável Pagador Regular,Provável Pagador Regular
836,João Felipe Rocha,Feminino,Professor,0.0,Viúvo,Provável Pagador Regular,Provável Pagador Regular
837,Lavínia Freitas,Feminino,Contador,0.0,Casado,Provável Pagador Regular,Provável Pagador Regular
838,João Pedro Jesus,Masculino,Operador de Máquinas,10258.82,Viúvo,Provável Mal Pagador,Provável Pagador Regular
839,Larissa Lima,Masculino,Gerente de Projetos,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
840,Enzo Novaes,Feminino,Analista Financeiro,14554.06,Solteiro,Provável Mal Pagador,Provável Pagador Regular
841,Sra. Maysa Cavalcanti,Masculino,Analista de Segurança da Informação,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
842,Maria Fernanda Farias,Masculino,Gerente de Projetos,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
843,Sr. Kevin Pinto,Masculino,Arquiteto,6514.25,Casado,Provável Pagador Regular,Provável Pagador Regular
844,Erick Nunes,Feminino,Desenvolvedor Front-End,11541.9,Solteiro,Provável Pagador Regular,Provável Pagador Regular
845,Gabrielly Freitas,Feminino,Gerente de Projetos,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
846,Isabel Ramos,Feminino,Professor,0.0,Viúvo,Provável Mal Pagador,Provável Pagador Regular
847,Sr. Calebe Pires,Masculino,Analista de BI,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
848,Danilo Farias,Feminino,Fotógrafo,0.0,Casado,Provável Pagador Regular,Provável Pagador Regular
849,Isabella da Costa,Masculino,Agente de Suporte,8394.85,Viúvo,Provável Pagador Regular,Provável Pagador Regular
850,Alice Oliveira,Masculino,Contador,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
851,Dra. Ana Júlia Pinto,Feminino,Analista de Sistemas,19581.74,Solteiro,Provável Pagador Regular,Provável Pagador Regular
852,Olivia Pinto,Feminino,Engenheiro de Dados,0.0,Solteiro,Provável Pagador Regular,Provável Pagador Regular
853,Cauã Ramos,Masculino,Técnico de Enfermagem,0.0,Viúvo,Provável Mal Pagador,Provável Pagador Regular
854,João Almeida,Feminino,Farmacêutico,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
855,Laura Caldeira,Masculino,Engenheiro de Dados,2165.61,Casado,Provável Pagador Regular,Provável Pagador Regular
856,Vitória Viana,Masculino,Recepcionista,0.0,Viúvo,Provável Pagador Regular,Provável Pagador Regular
857,Vitor Gabriel Sales,Masculino,Analista de BI,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
858,Isadora da Rosa,Masculino,Cozinheiro,3008.32,Solteiro,Provável Mal Pagador,Provável Pagador Regular
859,Mariane Moraes,Masculino,Analista de Sistemas,0.0,Divorciado,Provável Pagador Regular,Provável Pagador Regular
860,Cecília Lopes,Masculino,Engenheiro de Software,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
861,Gustavo Henrique Silva,Feminino,Cozinheiro,0.0,Viúvo,Provável Mal Pagador,Provável Pagador Regular
862,Rodrigo Peixoto,Feminino,Arquiteto de Dados,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
863,Erick Vieira,Feminino,Advogado,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
864,Dra. Maria Vitória Farias,Feminino,Analista de Marketing,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
865,Ana Clara Caldeira,Feminino,Publicitário,0.0,Casado,Provável Pagador Regular,Provável Pagador Regular
866,Ana Beatriz da Costa,Masculino,Eletricista,18226.43,Casado,Provável Pagador Regular,Provável Pagador Regular
867,Dr. Benjamin Pereira,Masculino,Operador de Máquinas,0.0,Viúvo,Provável Pagador Regular,Provável Pagador Regular
868,Yago da Conceição,Masculino,Analista de Segurança da Informação,15250.5,Solteiro,Provável Pagador Regular,Provável Pagador Regular
869,Antônio Fogaça,Masculino,Cozinheiro,0.0,Viúvo,Provável Mal Pagador,Provável Pagador Regular
870,Dr. Rodrigo Vieira,Masculino,Arquiteto de Dados,7600.57,Viúvo,Provável Mal Pagador,Provável Pagador Regular
871,João Vitor Mendes,Masculino,Engenheiro de Dados,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
872,Mirella Monteiro,Masculino,Vendedor,18980.6,Solteiro,Provável Mal Pagador,Provável Pagador Regular
873,Sr. João Miguel da Cruz,Feminino,Engenheiro Civil,16129.07,Viúvo,Provável Mal Pagador,Provável Pagador Regular
874,João Guilherme Nogueira,Feminino,Arquiteto,19798.64,Casado,Provável Mal Pagador,Provável Pagador Regular
875,Ryan da Cruz,Masculino,Enfermeiro,19351.9,Viúvo,Provável Mal Pagador,Provável Pagador Regular
876,Sra. Maria Sophia das Neves,Masculino,Assistente de RH,0.0,Viúvo,Provável Mal Pagador,Provável Pagador Regular
877,Davi Lucas Rodrigues,Masculino,Contador,0.0,Viúvo,Provável Mal Pagador,Provável Pagador Regular
878,Emilly da Cruz,Feminino,Chefe de Cozinha,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
879,João Gabriel Rezende,Feminino,Técnico de Enfermagem,17728.89,Viúvo,Provável Pagador Regular,Provável Pagador Regular
880,Maria Julia Nunes,Masculino,Eletricista,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
881,Joana Silva,Feminino,Farmacêutico,10998.89,Divorciado,Provável Mal Pagador,Provável Pagador Regular
882,Dr. Augusto Gomes,Feminino,Eletricista,19497.65,Viúvo,Provável Mal Pagador,Provável Pagador Regular
883,Dra. Lavínia Vieira,Feminino,Analista de BI,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
884,João Guilherme Rocha,Feminino,Psicólogo,16465.75,Casado,Provável Mal Pagador,Provável Pagador Regular
885,Emilly Moura,Feminino,Gerente de Projetos,2508.39,Casado,Provável Pagador Regular,Provável Pagador Regular
886,Elisa Freitas,Feminino,Técnico de Enfermagem,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
887,Dra. Caroline Pereira,Feminino,Médico Pediatra,9516.02,Divorciado,Provável Mal Pagador,Provável Pagador Regular
888,Marcela da Conceição,Feminino,Professor Universitário,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
889,Davi Peixoto,Feminino,Analista Financeiro,13320.64,Casado,Provável Mal Pagador,Provável Pagador Regular
890,Dra. Emilly Pereira,Masculino,Analista de BI,13918.52,Casado,Provável Mal Pagador,Provável Pagador Regular
891,Laura Aragão,Feminino,Contador,5850.93,Divorciado,Provável Mal Pagador,Provável Pagador Regular
892,Camila Duarte,Masculino,Cozinheiro,19194.01,Solteiro,Provável Mal Pagador,Provável Pagador Regular
893,Gabriela Freitas,Masculino,Engenheiro de Software,7250.37,Viúvo,Provável Mal Pagador,Provável Pagador Regular
894,Lucca Martins,Feminino,Mecânico,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
895,Luiz Felipe Mendes,Masculino,Mecânico,8516.25,Viúvo,Provável Mal Pagador,Provável Pagador Regular
896,Srta. Maria Alice da Costa,Feminino,Recepcionista,0.0,Divorciado,Provável Pagador Regular,Provável Pagador Regular
897,Natália da Conceição,Feminino,Assistente de RH,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
898,Laura Nunes,Feminino,Analista Financeiro,0.0,Solteiro,Provável Pagador Regular,Provável Pagador Regular
899,Maysa Campos,Feminino,Analista de Sistemas,9592.8,Viúvo,Provável Mal Pagador,Provável Pagador Regular
900,Alícia Farias,Feminino,Analista Financeiro,0.0,Viúvo,Provável Pagador Regular,Provável Pagador Regular
901,Nathan Ribeiro,Masculino,Desenvolvedor de Software,6809.64,Viúvo,Provável Mal Pagador,Provável Pagador Regular
902,Melissa Ribeiro,Feminino,Engenheiro de Software,13991.72,Divorciado,Provável Mal Pagador,Provável Pagador Regular
903,Marina Peixoto,Feminino,Arquiteto,6057.75,Solteiro,Provável Mal Pagador,Provável Pagador Regular
904,Dr. Luiz Felipe da Paz,Masculino,Técnico de Enfermagem,1919.74,Solteiro,Provável Pagador Regular,Provável Pagador Regular
905,Lavínia Mendes,Masculino,Analista de Sistemas,0.0,Casado,Provável Pagador Regular,Provável Pagador Regular
906,Marina Cavalcanti,Feminino,Publicitário,6070.7,Casado,Provável Mal Pagador,Provável Pagador Regular
907,Diogo Mendes,Masculino,Consultor de Vendas,9717.25,Solteiro,Provável Mal Pagador,Provável Pagador Regular
908,Enrico Nunes,Masculino,Analista de BI,8184.2,Casado,Provável Mal Pagador,Provável Pagador Regular
909,Maria Julia Correia,Feminino,Analista de BI,8007.56,Viúvo,Provável Mal Pagador,Provável Pagador Regular
910,Letícia Viana,Feminino,Desenvolvedor de Software,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
911,Emanuelly Castro,Masculino,Analista Financeiro,0.0,Viúvo,Provável Mal Pagador,Provável Pagador Regular
912,Maria Luiza Carvalho,Masculino,Analista Financeiro,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
913,Sofia Viana,Masculino,Recepcionista,11524.13,Casado,Provável Pagador Regular,Provável Pagador Regular
914,Daniela da Cunha,Feminino,Assistente Administrativo,16566.47,Divorciado,Provável Mal Pagador,Provável Pagador Regular
915,Juan da Cunha,Feminino,Engenheiro de Software,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
916,Sra. Ana Lívia Porto,Masculino,Professor,0.0,Solteiro,Provável Pagador Regular,Provável Pagador Regular
917,Isaac da Mota,Feminino,Assistente de RH,3487.01,Divorciado,Provável Mal Pagador,Provável Pagador Regular
918,Thomas Monteiro,Feminino,Motorista,0.0,Casado,Provável Pagador Regular,Provável Pagador Regular
919,Giovanna Pires,Feminino,Desenvolvedor de Software,11351.64,Casado,Provável Mal Pagador,Provável Pagador Regular
920,Esther da Paz,Masculino,Recepcionista,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
921,Pedro Rocha,Masculino,Gerente de Projetos,13373.42,Divorciado,Provável Pagador Regular,Provável Pagador Regular
922,Pietra Santos,Feminino,Eletricista,2220.84,Casado,Provável Mal Pagador,Provável Pagador Regular
923,Clara Araújo,Feminino,Contador,19382.93,Viúvo,Provável Mal Pagador,Provável Pagador Regular
924,Maria Sophia Pinto,Feminino,Operador de Máquinas,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
925,Daniel Nascimento,Feminino,Gerente de Projetos,5357.28,Divorciado,Provável Mal Pagador,Provável Pagador Regular
926,Isis Araújo,Feminino,Chefe de Cozinha,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
927,Erick Freitas,Masculino,Psicólogo,14206.62,Divorciado,Provável Mal Pagador,Provável Pagador Regular
928,Sr. Kaique Mendes,Masculino,Publicitário,0.0,Casado,Provável Pagador Regular,Provável Pagador Regular
929,Isabella da Luz,Masculino,Professor Universitário,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
930,Dr. Levi Viana,Masculino,Agente de Suporte,11791.21,Solteiro,Provável Mal Pagador,Provável Pagador Regular
931,Felipe Cardoso,Masculino,Mecânico,4686.78,Solteiro,Provável Mal Pagador,Provável Pagador Regular
932,Sra. Ana Sophia Cunha,Masculino,Mecânico,0.0,Viúvo,Provável Pagador Regular,Provável Pagador Regular
933,Bruna Carvalho,Feminino,Eletricista,0.0,Viúvo,Provável Pagador Regular,Provável Pagador Regular
934,Dr. Kevin Barros,Masculino,Assistente de RH,1709.21,Casado,Provável Mal Pagador,Provável Pagador Regular
935,Francisco Aragão,Masculino,Arquiteto de Dados,19623.75,Divorciado,Provável Pagador Regular,Provável Pagador Regular
936,Vitória da Mata,Feminino,Engenheiro Civil,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
937,Enzo Aragão,Feminino,Assistente Administrativo,0.0,Viúvo,Provável Mal Pagador,Provável Pagador Regular
938,Maria Clara Almeida,Feminino,Analista de Sistemas,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
939,Maria Clara Pires,Masculino,Cientista de Dados,14055.55,Divorciado,Provável Mal Pagador,Provável Pagador Regular
940,Maria Alice Sales,Masculino,Gerente de Projetos,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
941,Isabel da Cruz,Masculino,Desenvolvedor Front-End,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
942,Raul Pereira,Feminino,Técnico de Enfermagem,18946.48,Casado,Provável Mal Pagador,Provável Pagador Regular
943,Maria Vitória Ramos,Masculino,Contador,6418.88,Viúvo,Provável Mal Pagador,Provável Pagador Regular
944,Caroline Duarte,Feminino,Agente de Suporte,0.0,Casado,Provável Pagador Regular,Provável Pagador Regular
945,Ana Beatriz Fernandes,Feminino,Médico Pediatra,0.0,Viúvo,Provável Mal Pagador,Provável Pagador Regular
946,Luiz Fernando Pinto,Masculino,Enfermeiro,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
947,Nicole da Conceição,Feminino,Técnico de Informática,18894.0,Casado,Provável Pagador Regular,Provável Pagador Regular
948,Kamilly Silveira,Masculino,Publicitário,16236.23,Divorciado,Provável Pagador Regular,Provável Pagador Regular
949,Luiz Henrique Moura,Feminino,Engenheiro de Dados,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
950,Pietra Fogaça,Masculino,Agente de Suporte,11963.92,Casado,Provável Pagador Regular,Provável Pagador Regular
951,Thiago Gonçalves,Feminino,Cozinheiro,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
952,Lívia da Cunha,Feminino,Técnico de Informática,5809.93,Viúvo,Provável Mal Pagador,Provável Pagador Regular
953,Vitor Hugo Rezende,Feminino,Operador de Máquinas,0.0,Viúvo,Provável Mal Pagador,Provável Pagador Regular
954,Sra. Júlia Dias,Feminino,Engenheiro Civil,0.0,Divorciado,Provável Pagador Regular,Provável Pagador Regular
955,Noah Oliveira,Masculino,Analista de Marketing,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
